"rank"	"genomeid"	"class"	"superclade"	"lineage"	"GC"	"assembly_size"	"coding_density"	"N50"	"longest_contig"	"nContigs"	"isolation_source"	"completeness"	"contamination"	"quality_combined"	"Location"
1673	"GVMAG-M-3300027779-26"	"GVMAG"	"SC9"	"Prymnesioviruses"	24.69	240123	85	41503	70163	7	"Marine"	"medium"	"low"	"medium"	"Other"
1587	"GVMAG-M-3300027779-53"	"GVMAG"	"SC10"	"MGVL66"	34.75	255253	92	47632	90618	5	"Marine"	"high"	"low"	"high"	"Other"
1211	"GVMAG-M-3300027779-64"	"GVMAG"	"SC9"	"MGVL42"	32.63	321703	92	20566	38493	17	"Marine"	"high"	"low"	"high"	"Other"
1267	"GVMAG-M-3300027785-8"	"GVMAG"	"SC4"	"MGVL29"	24.67	310527	91	100666	109227	5	"Freshwater"	"high"	"medium"	"medium"	"Other"
1363	"GVMAG-M-3300027788-41"	"GVMAG"	"SC10"	"MGVL58"	26.18	294085	90	15616	34632	22	"Marine"	"high"	"low"	"high"	"Other"
867	"GVMAG-M-3300027790-3"	"GVMAG"	"SC2"	"MGVSL4"	38.67	385543	89	17873	35113	24	"Marine"	"high"	"low"	"high"	"Other"
1377	"GVMAG-M-3300027791-30"	"GVMAG"	"SC3"	"Raphidoviruses"	23.96	291798	89	171017	171017	6	"Marine"	"high"	"low"	"high"	"Other"
1046	"GVMAG-M-3300027793-10"	"GVMAG"	"SC1"	"MGVL3"	34.21	349525	88	33981	84692	14	"Freshwater"	"high"	"low"	"high"	"Other"
2156	"GVMAG-M-3300027797-17"	"GVMAG"	"SC8"	"MGVL35"	46.73	159317	91	9101	13775	19	"Freshwater"	"medium"	"low"	"low"	"Other"
1851	"GVMAG-M-3300027797-21"	"GVMAG"	"SC8"	"MGVL33"	38.39	212904	89	14471	34066	17	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1798	"GVMAG-M-3300027797-6"	"GVMAG"	"SC10"	"MGVL62"	36.61	219991	89	7319	16176	28	"Freshwater"	"medium"	"low"	"medium"	"Other"
1370	"GVMAG-M-3300027798-19"	"GVMAG"	"SC4"	"MGVL29"	26.9	293356	89	29206	88522	16	"Freshwater"	"medium"	"low"	"medium"	"Other"
1877	"GVMAG-M-3300027798-6"	"GVMAG"	"SC8"	"MGVL36"	40.99	209061	89	11985	30265	19	"Freshwater"	"medium"	"medium"	"medium"	"Other"
837	"GVMAG-M-3300027804-12"	"GVMAG"	"SC8"	"MGVL36"	40.2	392959	93	22284	41254	21	"Freshwater"	"high"	"low"	"high"	"Other"
647	"GVMAG-M-3300027804-17"	"GVMAG"	"SC9"	"YLMV"	24.82	429768	91	62398	99947	12	"Freshwater"	"high"	"high"	"low"	"Other"
1936	"GVMAG-M-3300027804-36"	"GVMAG"	"SC9"	"YLMV"	30.47	200843	88	42073	88328	5	"Freshwater"	"medium"	"low"	"medium"	"Other"
802	"GVMAG-M-3300027804-47"	"GVMAG"	"SC10"	"MGVL62"	34.83	400027	91	73260	78787	9	"Freshwater"	"high"	"low"	"high"	"Other"
915	"GVMAG-M-3300027804-48"	"GVMAG"	"SC10"	"MGVL61"	25.66	376078	94	68933	85463	8	"Freshwater"	"high"	"low"	"high"	"Other"
1554	"GVMAG-M-3300027804-59"	"GVMAG"	"SC8"	"MGVL36"	40.13	262411	91	14376	28855	20	"Freshwater"	"high"	"low"	"medium"	"Other"
1702	"GVMAG-M-3300027807-3"	"GVMAG"	"SC2"	"MGVL16"	23.65	235717	84	48752	73446	6	"Peat moss"	"high"	"low"	"high"	"Other"
1768	"GVMAG-M-3300027810-10"	"GVMAG"	"SC9"	"MGVL38"	29.81	224181	90	118853	118853	6	"Marine"	"high"	"low"	"high"	"Other"
1090	"GVMAG-M-3300027810-12"	"GVMAG"	"SC9"	"MGVL43"	24.16	341486	91	30725	49206	16	"Marine"	"high"	"low"	"high"	"Other"
1734	"GVMAG-M-3300027810-23"	"GVMAG"	"SC9"	"MGVL45"	31.02	230616	88	10301	26589	25	"Marine"	"high"	"low"	"medium"	"Other"
1217	"GVMAG-M-3300027810-8"	"GVMAG"	"SC9"	"MGVL38"	26.23	320273	89	13927	29408	27	"Marine"	"medium"	"medium"	"medium"	"Other"
536	"GVMAG-M-3300027833-11"	"GVMAG"	"SC9"	"MGVL47"	34.28	457946	91	125541	145360	6	"Marine"	"high"	"low"	"high"	"Other"
1344	"GVMAG-M-3300027833-19"	"GVMAG"	"SC1"	"Asfarviruses"	29.88	297297	88	73615	100211	11	"Marine"	"medium"	"low"	"medium"	"Other"
959	"GVMAG-M-3300027833-22"	"GVMAG"	"SC9"	"MGVL43"	31.55	367778	87	23851	59765	16	"Marine"	"high"	"low"	"high"	"Other"
675	"GVMAG-M-3300027833-29"	"GVMAG"	"SC9"	"MGVL42"	30.9	424714	92	23205	44494	25	"Marine"	"high"	"low"	"high"	"Other"
261	"GVMAG-M-3300027833-31"	"GVMAG"	"SC9"	"MGVL45"	25.09	557610	89	10232	44007	53	"Marine"	"high"	"medium"	"low"	"Other"
180	"GVMAG-M-3300027833-42"	"GVMAG"	"SC10"	"MGVL68"	27.56	648424	91	48290	116972	17	"Marine"	"high"	"medium"	"medium"	"Other"
496	"GVMAG-M-3300027836-15"	"GVMAG"	"SC10"	"MGVL59"	40.46	464893	92	12662	56123	42	"Freshwater"	"high"	"high"	"low"	"Other"
1160	"GVMAG-M-3300027836-21"	"GVMAG"	"SC8"	"MGVL35"	34.45	329508	87	10113	16712	35	"Freshwater"	"high"	"low"	"medium"	"Other"
1950	"GVMAG-M-3300027892-21"	"GVMAG"	"SC9"	"MGVL49"	32.59	199168	92	16423	42854	15	"Freshwater"	"medium"	"low"	"medium"	"Other"
1272	"GVMAG-M-3300027892-27"	"GVMAG"	"SC9"	"YLMV"	25.95	310223	91	25338	75923	16	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1905	"GVMAG-M-3300027892-35"	"GVMAG"	"SC9"	"MGVL57"	38.65	205567	89	22931	42525	11	"Freshwater"	"high"	"low"	"high"	"Other"
670	"GVMAG-M-3300027892-5"	"GVMAG"	"SC9"	"YLMV"	27.37	425371	86	6560	13750	62	"Freshwater"	"high"	"medium"	"low"	"Other"
1598	"GVMAG-M-3300027892-52"	"GVMAG"	"SC9"	"MGVL41"	28.92	252700	92	28497	66553	14	"Freshwater"	"medium"	"low"	"medium"	"Other"
1226	"GVMAG-M-3300027892-54"	"GVMAG"	"SC9"	"YLMV"	26.57	318656	88	38060	55564	19	"Freshwater"	"high"	"low"	"high"	"Other"
1196	"GVMAG-M-3300027892-57"	"GVMAG"	"SC9"	"MGVL57"	38.63	323748	89	25456	48124	19	"Freshwater"	"high"	"low"	"high"	"Other"
1151	"GVMAG-M-3300027892-64"	"GVMAG"	"SC9"	"OLPV"	31.49	331059	92	10456	28481	35	"Freshwater"	"high"	"medium"	"medium"	"Other"
1086	"GVMAG-M-3300027892-69"	"GVMAG"	"SC9"	"MGVL57"	35.45	341802	88	20154	48868	21	"Freshwater"	"high"	"low"	"high"	"Other"
440	"GVMAG-M-3300027892-70"	"GVMAG"	"SC9"	"MGVL57"	36.41	481189	89	35587	80844	15	"Freshwater"	"high"	"low"	"high"	"Other"
1061	"GVMAG-M-3300027892-73"	"GVMAG"	"SC9"	"YLMV"	33	346753	92	91108	91517	5	"Freshwater"	"high"	"low"	"high"	"Other"
1557	"GVMAG-M-3300027892-81"	"GVMAG"	"SC9"	"OLPV"	38.41	261590	92	13885	28451	20	"Freshwater"	"medium"	"low"	"medium"	"Other"
1672	"GVMAG-M-3300027896-39"	"GVMAG"	"SC8"	"MGVL35"	39.36	240204	91	10830	37555	22	"Freshwater"	"high"	"low"	"high"	"Other"
1367	"GVMAG-M-3300027906-13"	"GVMAG"	"SC3"	"Prasinoviruses"	34.29	293489	92	23410	41236	19	"Marine"	"high"	"high"	"low"	"Other"
351	"GVMAG-M-3300027963-21"	"GVMAG"	"SC10"	"MGVL62"	37.45	514909	89	107688	202258	7	"Freshwater"	"high"	"low"	"high"	"Other"
485	"GVMAG-M-3300027963-41"	"GVMAG"	"SC8"	"MGVL34"	46.84	467656	92	148441	149888	4	"Freshwater"	"high"	"low"	"high"	"Other"
1712	"GVMAG-M-3300027963-47"	"GVMAG"	"SC9"	"YLMV"	28.26	233562	86	15243	27397	19	"Freshwater"	"medium"	"low"	"medium"	"Other"
1336	"GVMAG-M-3300027963-59"	"GVMAG"	"SC9"	"MGVL57"	27.09	298534	83	13674	38924	25	"Freshwater"	"medium"	"low"	"medium"	"Other"
472	"GVMAG-M-3300027963-6"	"GVMAG"	"SC10"	"MGVL63"	31.81	470900	84	14116	38452	39	"Freshwater"	"high"	"medium"	"medium"	"Other"
1571	"GVMAG-M-3300027963-9"	"GVMAG"	"SC8"	"MGVL36"	44.66	259149	93	56667	122520	4	"Freshwater"	"high"	"low"	"high"	"Other"
1249	"GVMAG-M-3300027969-16"	"GVMAG"	"SC8"	"MGVL36"	44.82	314627	94	48249	56289	11	"Freshwater"	"high"	"low"	"high"	"Other"
392	"GVMAG-M-3300027969-2"	"GVMAG"	"SC9"	"MGVL57"	30.24	495842	90	280480	280480	3	"Freshwater"	"high"	"low"	"high"	"Other"
1460	"GVMAG-M-3300027971-17"	"GVMAG"	"SC6"	"Namaoviruses"	26.71	278997	86	7799	17158	37	"Freshwater"	"medium"	"low"	"medium"	"Other"
1705	"GVMAG-M-3300027971-25"	"GVMAG"	"SC9"	"MGVL52"	26.13	235401	91	47546	71231	8	"Freshwater"	"high"	"low"	"high"	"Other"
1927	"GVMAG-M-3300027971-3"	"GVMAG"	"SC9"	"YLMV"	27.49	202674	88	40516	41030	8	"Freshwater"	"medium"	"low"	"medium"	"Other"
1858	"GVMAG-M-3300027983-2"	"GVMAG"	"SC10"	"MGVL62"	22.96	211770	79	9304	15568	23	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1584	"GVMAG-M-3300027983-55"	"GVMAG"	"SC9"	"MGVL43"	30.95	256097	87	12123	31058	23	"Freshwater"	"high"	"low"	"high"	"Other"
656	"GVMAG-S-1004280-12"	"GVMAG"	"SC9"	"Prymnesioviruses"	28.02	427728	87	8200	18735	52	"Freshwater"	"medium"	"medium"	"low"	"Other"
2007	"GVMAG-S-1004280-25"	"GVMAG"	"SC3"	"Raphidoviruses"	32.21	190336	88	20618	33014	12	"Freshwater"	"high"	"low"	"high"	"Other"
682	"GVMAG-S-1004661-13"	"GVMAG"	"SC6"	"Klosneuviruses"	25.39	423120	90	50217	102278	13	"Marine"	"medium"	"low"	"medium"	"Other"
194	"GVMAG-S-1006661-47"	"GVMAG"	"SC6"	"Namaoviruses"	26.15	624227	89	21736	75190	37	"Freshwater"	"high"	"low"	"medium"	"Other"
864	"GVMAG-S-1006661-59"	"GVMAG"	"SC10"	"MGVL62"	32.19	386066	85	13124	38160	35	"Freshwater"	"high"	"low"	"medium"	"Other"
928	"GVMAG-S-1006661-62"	"GVMAG"	"SC10"	"MGVL62"	27.32	374548	86	14475	32328	33	"Freshwater"	"high"	"low"	"medium"	"Other"
2023	"GVMAG-S-1006664-109"	"GVMAG"	"SC9"	"MGVL54"	35.92	188024	91	7374	10748	27	"Freshwater"	"medium"	"low"	"low"	"Other"
2246	"GVMAG-S-1006664-151"	"GVMAG"	"SC9"	"MGVL44"	40.09	127721	90	8283	14488	16	"Freshwater"	"medium"	"low"	"low"	"Other"
2270	"GVMAG-S-1006664-155"	"GVMAG"	"SC8"	"MGVL35"	40.94	105936	87	7602	12572	14	"Freshwater"	"medium"	"low"	"low"	"Other"
618	"GVMAG-S-1006664-8"	"GVMAG"	"SC9"	"Prymnesioviruses"	25.48	435043	86	17335	64418	28	"Freshwater"	"medium"	"high"	"low"	"Other"
457	"GVMAG-S-1006664-89"	"GVMAG"	"SC8"	"MGVL35"	45.39	475320	93	28744	76903	18	"Freshwater"	"high"	"low"	"high"	"Other"
980	"GVMAG-S-1006664-93"	"GVMAG"	"SC9"	"MGVL54"	43.02	362708	86	14406	26844	30	"Freshwater"	"high"	"medium"	"medium"	"Other"
233	"GVMAG-S-1014582-52"	"GVMAG"	"SC6"	"Megamimiviruses"	24.9	577097	88	577097	577097	1	"Soil"	"high"	"low"	"high"	"Other"
6	"GVMAG-S-1015567-333"	"GVMAG"	"SC6"	"Klosneuviruses"	30.04	1939530	82	16935	51650	130	"Marine"	"medium"	"medium"	"low"	"Other"
933	"GVMAG-S-1015567-472"	"GVMAG"	"SC6"	"Megamimiviruses"	27.71	372881	86	7993	23654	47	"Marine"	"low"	"low"	"low"	"Other"
1187	"GVMAG-S-1015567-928"	"GVMAG"	"SC2"	"MGVL17"	39.26	325450	86	262536	262536	4	"Marine"	"high"	"medium"	"medium"	"Other"
641	"GVMAG-S-1016704-108"	"GVMAG"	"SC9"	"MGVL47"	38.37	430536	91	26932	53801	20	"Marine"	"high"	"low"	"high"	"Other"
1024	"GVMAG-S-1016704-121"	"GVMAG"	"SC3"	"Coccolithoviruses"	40.07	353512	90	51948	96173	7	"Marine"	"high"	"low"	"high"	"Other"
1758	"GVMAG-S-1016704-142"	"GVMAG"	"SC2"	"Iridoviruses"	37.46	226571	89	80180	80489	3	"Marine"	"high"	"low"	"high"	"Other"
147	"GVMAG-S-1016704-75"	"GVMAG"	"SC10"	"MGVL58"	29.9	709558	87	25999	70627	40	"Marine"	"high"	"high"	"low"	"Other"
2111	"GVMAG-S-1016710-161"	"GVMAG"	"SC2"	"Iridoviruses"	39.39	170407	86	21126	39010	8	"Marine"	"medium"	"low"	"medium"	"Other"
722	"GVMAG-S-1016713-123"	"GVMAG"	"SC9"	"MGVL38"	33.37	415888	91	110652	151541	6	"Marine"	"high"	"low"	"high"	"Other"
1059	"GVMAG-S-1016713-134"	"GVMAG"	"SC9"	"MGVL50"	33.92	346776	88	28365	48717	15	"Marine"	"high"	"low"	"high"	"Other"
1247	"GVMAG-S-1016713-135"	"GVMAG"	"SC3"	"MGVSL7"	49.56	315092	91	39677	76088	12	"Marine"	"medium"	"low"	"medium"	"Other"
1441	"GVMAG-S-1016713-141"	"GVMAG"	"SC9"	"MGVL42"	42.78	281400	92	12084	19995	26	"Marine"	"medium"	"medium"	"medium"	"Other"
1173	"GVMAG-S-1016713-147"	"GVMAG"	"SC3"	"Raphidoviruses"	32.03	327975	90	18337	55957	18	"Marine"	"high"	"medium"	"medium"	"Other"
1650	"GVMAG-S-1016713-148"	"GVMAG"	"SC9"	"MGVL57"	34.91	242869	89	9123	24032	25	"Marine"	"medium"	"low"	"medium"	"Other"
1381	"GVMAG-S-1016713-150"	"GVMAG"	"SC9"	"MGVL50"	41.18	291342	85	9826	30984	30	"Marine"	"high"	"low"	"high"	"Other"
1612	"GVMAG-S-1016713-159"	"GVMAG"	"SC2"	"MGVL21"	37.62	250410	87	40675	104923	6	"Marine"	"high"	"low"	"high"	"Other"
1837	"GVMAG-S-1016713-165"	"GVMAG"	"SC3"	"MGVL24"	50.29	214404	87	22681	40135	11	"Marine"	"high"	"low"	"high"	"Other"
1897	"GVMAG-S-1016713-169"	"GVMAG"	"SC2"	"Iridoviruses"	32.96	206256	90	54958	62176	7	"Marine"	"high"	"low"	"high"	"Other"
2205	"GVMAG-S-1016713-170"	"GVMAG"	"SC2"	"MGVL23"	37.27	146022	84	6731	13827	20	"Marine"	"medium"	"low"	"low"	"Other"
2122	"GVMAG-S-1016713-174"	"GVMAG"	"SC3"	"MGVL28"	36.52	167518	87	13175	18917	16	"Marine"	"high"	"low"	"medium"	"Other"
92	"GVMAG-S-1016713-46"	"GVMAG"	"SC10"	"MGVL68"	28.61	944574	83	8950	45276	105	"Marine"	"high"	"medium"	"low"	"Other"
1076	"GVMAG-S-1016716-111"	"GVMAG"	"SC2"	"Iridoviruses"	37.18	344375	88	18283	47916	23	"Marine"	"high"	"high"	"low"	"Other"
2278	"GVMAG-S-1016719-169"	"GVMAG"	"SC3"	"MGVL28"	27.82	90305	90	14064	17893	8	"Marine"	"high"	"low"	"low"	"Other"
588	"GVMAG-S-1016722-115"	"GVMAG"	"SC9"	"MGVL50"	39.07	443870	90	45836	86259	13	"Marine"	"high"	"low"	"high"	"Other"
1596	"GVMAG-S-1016722-118"	"GVMAG"	"SC9"	"MGVL57"	30.54	252896	88	8398	17524	30	"Marine"	"high"	"low"	"medium"	"Other"
2068	"GVMAG-S-1016722-178"	"GVMAG"	"SC3"	"MGVL28"	45.49	179191	92	25099	44299	11	"Marine"	"high"	"low"	"high"	"Other"
2214	"GVMAG-S-1016725-158"	"GVMAG"	"SC3"	"MGVL25"	54.03	143438	84	24092	34484	6	"Marine"	"medium"	"low"	"medium"	"Other"
1332	"GVMAG-S-1016728-106"	"GVMAG"	"SC9"	"MGVL46"	35.76	299271	89	10309	30580	30	"Marine"	"high"	"low"	"high"	"Other"
817	"GVMAG-S-1016728-84"	"GVMAG"	"SC10"	"MGVL66"	25.73	397473	89	39998	54326	23	"Marine"	"high"	"low"	"high"	"Other"
792	"GVMAG-S-1017244-15"	"GVMAG"	"SC9"	"MGVL44"	34.43	401397	87	12249	29009	36	"Freshwater"	"high"	"low"	"medium"	"Other"
1870	"GVMAG-S-1017244-19"	"GVMAG"	"SC9"	"MGVL44"	46.23	209791	87	7550	16087	27	"Freshwater"	"medium"	"low"	"medium"	"Other"
1532	"GVMAG-S-1017244-20"	"GVMAG"	"SC10"	"MGVL62"	38.28	265444	89	10676	20364	27	"Freshwater"	"medium"	"low"	"medium"	"Other"
1082	"GVMAG-S-1017244-22"	"GVMAG"	"SC10"	"MGVL62"	25.44	342211	91	117276	149141	3	"Freshwater"	"medium"	"low"	"medium"	"Other"
1540	"GVMAG-S-1017244-26"	"GVMAG"	"SC3"	"MGVL24"	51.57	263750	85	29898	64487	13	"Freshwater"	"medium"	"low"	"medium"	"Other"
999	"GVMAG-S-1017247-24"	"GVMAG"	"SC10"	"MGVL62"	30.63	359133	90	29427	88951	15	"Freshwater"	"high"	"low"	"high"	"Other"
645	"GVMAG-S-1017268-20"	"GVMAG"	"SC9"	"MGVL44"	42.22	429838	89	14221	36294	35	"Freshwater"	"high"	"medium"	"medium"	"Other"
1724	"GVMAG-S-1017286-11"	"GVMAG"	"SC9"	"Prymnesioviruses"	27.11	232038	85	6784	16463	31	"Freshwater"	"high"	"low"	"medium"	"Other"
2242	"GVMAG-S-1017286-15"	"GVMAG"	"SC10"	"MGVL58"	23.77	131636	82	6287	7508	21	"Freshwater"	"medium"	"low"	"low"	"Other"
2275	"GVMAG-S-1017289-19"	"GVMAG"	"SC9"	"Prymnesioviruses"	23.76	96886	86	5928	10814	15	"Freshwater"	"low"	"low"	"low"	"Other"
1586	"GVMAG-S-1017343-16"	"GVMAG"	"SC9"	"MGVL51"	29.54	255465	81	7376	19508	31	"Freshwater"	"medium"	"low"	"medium"	"Other"
778	"GVMAG-S-1017352-14"	"GVMAG"	"SC10"	"MGVL62"	24.27	404494	90	13468	49626	35	"Freshwater"	"high"	"low"	"medium"	"Other"
1733	"GVMAG-S-1017376-16"	"GVMAG"	"SC10"	"MGVL62"	31.06	230793	85	8061	20026	28	"Freshwater"	"medium"	"low"	"medium"	"Other"
1682	"GVMAG-S-1017379-11"	"GVMAG"	"SC1"	"Asfarviruses"	33.18	238365	81	15818	35173	16	"Freshwater"	"medium"	"low"	"medium"	"Other"
613	"GVMAG-S-1017379-7"	"GVMAG"	"SC7"	"MGVL32"	32.01	437258	90	25302	44073	23	"Freshwater"	"high"	"medium"	"medium"	"Other"
929	"GVMAG-S-1017394-19"	"GVMAG"	"SC10"	"MGVL61"	18.98	374305	94	40481	70400	14	"Freshwater"	"high"	"low"	"high"	"Other"
478	"GVMAG-S-1017397-20"	"GVMAG"	"SC10"	"MGVL62"	27.95	469892	87	35596	79078	20	"Freshwater"	"high"	"low"	"high"	"Other"
1511	"GVMAG-S-1017397-24"	"GVMAG"	"SC9"	"MGVL41"	30.31	268954	90	10897	22743	28	"Freshwater"	"high"	"low"	"medium"	"Other"
2143	"GVMAG-S-1017400-15"	"GVMAG"	"SC9"	"MGVL51"	28.96	163277	86	6230	20460	23	"Freshwater"	"medium"	"low"	"medium"	"Other"
2087	"GVMAG-S-1017421-20"	"GVMAG"	"SC3"	"YLPV"	48.23	175666	93	23711	56484	9	"Freshwater"	"high"	"low"	"high"	"Other"
2243	"GVMAG-S-1017442-11"	"GVMAG"	"SC7"	"MGVL32"	23.45	130506	93	6079	8276	21	"Freshwater"	"low"	"low"	"low"	"Other"
524	"GVMAG-S-1017745-107"	"GVMAG"	"SC9"	"MGVL38"	36.96	459953	90	44932	112154	11	"Marine"	"high"	"low"	"high"	"Other"
2230	"GVMAG-S-1017745-132"	"GVMAG"	"SC9"	"MGVL42"	31.25	138315	85	7489	15752	19	"Marine"	"medium"	"low"	"medium"	"Other"
629	"GVMAG-S-1017745-26"	"GVMAG"	"SC10"	"MGVL68"	24.54	433473	92	115715	131492	10	"Marine"	"medium"	"low"	"medium"	"Other"
1304	"GVMAG-S-1017745-87"	"GVMAG"	"SC9"	"MGVL42"	28.14	305841	92	18308	34334	21	"Marine"	"high"	"low"	"high"	"Other"
1449	"GVMAG-S-1017766-37"	"GVMAG"	"SC6"	"Megamimiviruses"	37.61	280439	89	10075	30547	26	"Non-marine Saline and Alkaline"	"medium"	"low"	"medium"	"Other"
66	"GVMAG-S-1021933-23"	"GVMAG"	"SC2"	"MGVL13"	21.34	1129963	53	235592	402530	8	"Deep subsurface"	"high"	"low"	"high"	"Other"
2192	"GVMAG-S-1024967-63"	"GVMAG"	"SC5"	"MGVL30"	20.79	149137	89	10314	16558	16	"Marine"	"medium"	"low"	"medium"	"Other"
871	"GVMAG-S-1024976-23"	"GVMAG"	"SC10"	"Aureococcusviruses"	28.6	384516	93	85396	139329	8	"Marine"	"medium"	"low"	"medium"	"Other"
1454	"GVMAG-S-1025707-429"	"GVMAG"	"SC2"	"MGVL10"	36.97	279450	83	21767	43282	15	"Thermal springs"	"high"	"low"	"high"	"Other"
2141	"GVMAG-S-1026894-104"	"GVMAG"	"SC3"	"Raphidoviruses"	36.41	164349	89	10749	16888	17	"Freshwater"	"high"	"low"	"medium"	"Other"
2274	"GVMAG-S-1026894-105"	"GVMAG"	"SC9"	"OLPV"	41.65	102780	85	6067	9001	16	"Freshwater"	"low"	"low"	"low"	"Other"
2024	"GVMAG-S-1026894-110"	"GVMAG"	"SC3"	"Chloroviruses"	57.37	187739	89	22796	35071	9	"Freshwater"	"high"	"low"	"high"	"Other"
1890	"GVMAG-S-1026894-114"	"GVMAG"	"SC3"	"Chloroviruses"	51.37	207291	87	29710	34872	11	"Freshwater"	"high"	"low"	"high"	"Other"
760	"GVMAG-S-1026894-48"	"GVMAG"	"SC10"	"MGVL59"	32.18	408654	91	16348	50030	30	"Freshwater"	"high"	"low"	"high"	"Other"
906	"GVMAG-S-1026894-64"	"GVMAG"	"SC9"	"MGVL54"	35.99	377630	89	13766	28796	33	"Freshwater"	"high"	"low"	"medium"	"Other"
1500	"GVMAG-S-1026894-77"	"GVMAG"	"SC9"	"MGVL55"	37.59	270972	88	11184	19401	30	"Freshwater"	"medium"	"low"	"medium"	"Other"
1543	"GVMAG-S-1029409-49"	"GVMAG"	"SC2"	"MGVL17"	46.65	263431	91	161742	161742	2	"Deep subsurface"	"high"	"low"	"high"	"Other"
2240	"GVMAG-S-1030629-55"	"GVMAG"	"SC2"	"MGVL13"	27.93	132991	88	7367	12871	17	"Marine"	"medium"	"low"	"low"	"Other"
2013	"GVMAG-S-1030632-100"	"GVMAG"	"SC2"	"Iridoviruses"	44.28	189608	85	9562	17325	21	"Marine"	"medium"	"low"	"medium"	"Other"
1529	"GVMAG-S-1030632-135"	"GVMAG"	"SC3"	"Prasinoviruses"	34.2	265901	89	74261	123337	4	"Marine"	"high"	"medium"	"medium"	"Other"
673	"GVMAG-S-1030632-69"	"GVMAG"	"SC9"	"MGVL42"	28.28	425058	89	17750	54412	30	"Marine"	"high"	"low"	"high"	"Other"
2177	"GVMAG-S-1035079-49"	"GVMAG"	"SC8"	"MGVL33"	30.77	153170	93	9010	16755	17	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1368	"GVMAG-S-1035082-103"	"GVMAG"	"SC4"	"MGVL29"	26.73	293445	88	35803	71945	12	"Freshwater"	"medium"	"medium"	"medium"	"Other"
2080	"GVMAG-S-1035082-112"	"GVMAG"	"SC9"	"MGVL57"	36.47	176952	88	7357	16255	23	"Freshwater"	"medium"	"low"	"medium"	"Other"
211	"GVMAG-S-1035082-32"	"GVMAG"	"SC10"	"MGVL59"	28.62	595841	89	18090	108075	35	"Freshwater"	"high"	"medium"	"medium"	"Other"
899	"GVMAG-S-1035082-40"	"GVMAG"	"SC9"	"MGVL51"	33.58	379305	88	10273	29531	38	"Freshwater"	"high"	"low"	"medium"	"Other"
1292	"GVMAG-S-1035082-44"	"GVMAG"	"SC4"	"MGVL29"	24.93	307058	88	38944	54230	19	"Freshwater"	"high"	"low"	"high"	"Other"
501	"GVMAG-S-1035082-51"	"GVMAG"	"SC9"	"MGVL54"	38.88	464213	88	26960	55762	25	"Freshwater"	"high"	"low"	"high"	"Other"
793	"GVMAG-S-1035082-55"	"GVMAG"	"SC9"	"MGVL54"	39.17	401225	88	16985	49140	29	"Freshwater"	"high"	"low"	"high"	"Other"
1655	"GVMAG-S-1035082-66"	"GVMAG"	"SC9"	"OLPV"	35.64	241526	90	11162	23931	25	"Freshwater"	"medium"	"low"	"medium"	"Other"
860	"GVMAG-S-1035082-69"	"GVMAG"	"SC9"	"MGVL47"	35.1	386710	91	18235	54207	27	"Freshwater"	"high"	"medium"	"medium"	"Other"
1096	"GVMAG-S-1035082-76"	"GVMAG"	"SC9"	"MGVL57"	38.18	340541	88	12674	38487	29	"Freshwater"	"high"	"medium"	"medium"	"Other"
931	"GVMAG-S-1035085-42"	"GVMAG"	"SC10"	"MGVL59"	33	373960	93	21836	64247	19	"Freshwater"	"high"	"low"	"high"	"Other"
1083	"GVMAG-S-1035085-51"	"GVMAG"	"SC6"	"Namaoviruses"	27.69	342094	91	51181	68772	14	"Freshwater"	"high"	"low"	"high"	"Other"
1297	"GVMAG-S-1035085-55"	"GVMAG"	"SC10"	"MGVL59"	34.87	306459	89	18403	64449	20	"Freshwater"	"high"	"medium"	"medium"	"Other"
1763	"GVMAG-S-1035088-118"	"GVMAG"	"SC10"	"MGVL62"	24.34	224827	91	12313	23945	20	"Freshwater"	"medium"	"low"	"medium"	"Other"
1245	"GVMAG-S-1035088-123"	"GVMAG"	"SC9"	"Prymnesioviruses"	25.44	315205	90	30846	67402	15	"Freshwater"	"high"	"low"	"high"	"Other"
1566	"GVMAG-S-1035088-145"	"GVMAG"	"SC9"	"MGVL41"	32.83	260254	90	36068	65304	11	"Freshwater"	"high"	"low"	"high"	"Other"
2093	"GVMAG-S-1035088-157"	"GVMAG"	"SC8"	"MGVL33"	39.03	174614	93	10368	33454	16	"Freshwater"	"high"	"medium"	"medium"	"Other"
494	"GVMAG-S-1035088-40"	"GVMAG"	"SC9"	"YLMV"	31.39	465254	87	8820	52691	53	"Freshwater"	"medium"	"medium"	"low"	"Other"
191	"GVMAG-S-1035088-45"	"GVMAG"	"SC9"	"Prymnesioviruses"	28	629364	86	11813	31221	59	"Freshwater"	"high"	"high"	"low"	"Other"
1309	"GVMAG-S-1035091-31"	"GVMAG"	"SC9"	"Prymnesioviruses"	27.67	304547	88	44802	60815	9	"Freshwater"	"high"	"medium"	"medium"	"Other"
2286	"GVMAG-S-1035094-20"	"GVMAG"	"SC8"	"MGVL33"	37.79	74896	91	7269	18838	9	"Freshwater"	"low"	"low"	"low"	"Other"
